證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1723","中碳","128370","11806924","91.80","92.40","91.20","92.30","0.5000","434"
"1725","元禎","30801","1003225","32.90","32.90","32.05","32.70","0.2000","45"
"1726","永記","13059","986489","75.50","75.70","75.50","75.50","0.0000","20"
"1727","中華化","587875","16507722","28.50","28.50","28.00","28.00","-0.1500","347"
"1730","花仙子","20118","1068867","53.00","53.30","53.00","53.20","0.1000","39"
"1731","美吾華","37438","857490","22.95","22.95","22.85","22.95","0.1500","43"
"1732","毛寶","662440","19889050","30.10","30.40","29.70","30.40","0.6000","516"
"1733","五鼎","227566","7013053","31.00","31.05","30.55","30.90","0.0500","202"
"1734","杏輝","123440","3793282","30.80","30.80","30.55","30.80","0.0500","200"
"1735","日勝化","82653","1618966","19.40","19.85","19.40","19.60","0.1500","138"
"1736","喬山","1278289","241448377","183.00","193.50","181.50","189.50","11.0000","1519"
"1737","臺鹽","126877","4054397","31.75","32.10","31.75","31.75","0.0000","182"
"1752","南光","57394","2370542","41.25","41.50","41.10","41.45","0.1500","49"
"1760","寶齡富錦","51626","4237454","82.20","82.70","81.80","82.00","-0.2000","385"
"1762","中化生","84657","2798795","33.20","33.30","33.00","33.05","-0.1500","305"
"1773","勝一","98282","15190181","155.50","155.50","153.50","155.00","0.0000","164"
"1776","展宇","452462","8982278","20.20","20.40","19.35","19.65","-0.4500","407"
"1783","和康生","221887","11284024","52.00","52.00","50.20","50.30","-1.5000","432"
"1786","科妍","2401067","300233727","125.00","129.50","122.00","123.00","-0.5000","3115"
"1789","神隆","378380","8461501","22.35","22.50","22.25","22.50","0.1500","237"
"1795","美時","965474","249414928","257.50","260.00","257.50","258.00","1.5000","1307"
"1802","台玻","5122971","85884846","16.95","17.00","16.65","16.80","-0.1000","2187"
"1805","寶徠","70077","1030506","14.65","14.80","14.60","14.60","-0.1500","53"
"1806","冠軍","2881156","26985693","9.04","9.55","9.02","9.50","0.5400","1133"
"1808","潤隆","1529926","54926167","36.35","36.35","35.70","35.95","0.0000","1159"
"1809","中釉","216344","4125177","19.20","19.20","19.00","19.10","0.1000","264"
"1810","和成","401528","6522200","16.20","16.35","16.15","16.30","0.1500","213"
"1817","凱撒衛","70900","3021204","42.85","42.85","42.50","42.65","-0.0500","190"
"1903","士紙","71198","3626091","50.90","51.10","50.60","51.00","0.1000","69"
"1904","正隆","438353","8493798","19.45","19.45","19.30","19.40","0.0000","473"
"1905","華紙","969484","15870374","16.65","16.65","16.25","16.35","-0.0500","630"
"1906","寶隆","27386","379587","13.95","13.95","13.75","13.80","-0.0500","139"
"1907","永豐餘","598782","17935534","29.80","30.10","29.80","29.95","0.2500","472"
"1909","榮成","452489","5040097","11.30","11.30","11.05","11.15","0.0000","303"
"2002","中鋼","26750653","538422467","20.30","20.35","20.00","20.15","0.0500","11806"
"2002A","中鋼特","54485","2180237","40.05","40.05","40.00","40.05","0.0000","36"
"2006","東和鋼鐵","828216","56456402","68.10","68.50","67.80","68.20","0.3000","1122"
"2007","燁興","247722","2331935","9.27","9.59","9.27","9.47","0.0200","163"
"2008","高興昌","53350","1538499","28.80","29.25","28.80","28.80","0.0000","35"
"2009","第一銅","540028","20056274","37.15","37.40","36.85","37.30","0.4000","483"
"2010","春源","365981","6561434","18.05","18.05","17.85","17.95","0.1000","307"
"2012","春雨","6486","162861","25.25","25.25","24.80","25.15","-0.1000","39"
"2013","中鋼構","104155","5279510","50.50","51.00","50.10","51.00","0.6000","212"
"2014","中鴻","6772150","130211891","19.00","19.40","18.90","19.35","0.5000","2957"
"2015","豐興","240412","16118957","67.70","67.70","66.70","66.80","-0.5000","216"
"2017","官田鋼","513242","5632449","11.10","11.10","10.85","10.95","-0.0500","338"
"2020","美亞","263128","7328477","27.95","28.00","27.70","27.80","0.0000","380"
"2022","聚亨","521009","4605458","8.89","8.89","8.80","8.86","0.0200","521"
"2023","燁輝","678525","10519985","15.65","15.65","15.45","15.45","-0.0500","514"
"2024","志聯","71088","1364869","20.40","20.40","18.50","19.00","-1.2000","131"
"2025","千興","2035819","22039429","10.60","11.20","10.55","10.80","0.1000","741"
"2027","大成鋼","12076472","411909952","34.40","34.70","33.80","34.05","0.1500","8112"
"2028","威致","270723","5779131","21.60","21.60","21.15","21.60","0.2000","170"
"2029","盛餘","243227","5911026","24.45","24.50","24.15","24.20","-0.1500","161"
"2030","彰源","738134","12113960","16.50","16.50","16.35","16.40","0.0000","262"
"2031","新光鋼","672865","31590003","46.85","47.20","46.50","47.20","0.5000","563"
"2032","新鋼","218742","3033452","14.05","14.05","13.75","13.85","-0.0500","129"
"2033","佳大","701688","15954843","22.75","23.35","22.45","22.45","-0.0500","340"
"2034","允強","781925","15680630","20.05","20.20","19.90","20.20","0.1500","358"
"2038","海光","1570959","25988950","16.70","16.70","16.35","16.55","0.0000","686"
"2049","上銀","7632509","2233356669","295.00","298.00","288.50","293.00","1.0000","8144"
"2059","川湖","838578","1271351120","1500.00","1530.00","1495.00","1520.00","35.0000","1575"
"2062","橋椿","569087","17937512","31.90","31.90","31.20","31.65","0.0000","611"
"2069","運錩","128354","2110148","16.60","16.60","16.30","16.55","0.1000","97"
"2101","南港","1231044","55479824","45.00","45.40","44.75","45.20","0.7500","904"
"2102","泰豐","149259","2718740","18.45","18.45","18.15","18.25","-0.0500","302"
"2103","台橡","446818","9091940","20.30","20.50","20.20","20.40","0.1000","249"
"2104","國際中橡","1508941","19059170","12.80","12.80","12.50","12.70","0.0000","568"
"2105","正新","3272043","161811456","49.60","49.80","49.10","49.65","0.1000","2127"
"2106","建大","309692","8239085","26.70","26.75","26.50","26.60","0.0500","283"
"2107","厚生","210821","5429624","25.60","25.90","25.60","25.90","0.3000","198"
"2108","南帝","183799","6103113","33.25","33.45","33.00","33.45","0.3500","192"
"2109","華豐","231074","4153013","18.00","18.10","17.85","18.10","0.1500","142"
"2114","鑫永銓","20783","1884537","90.40","90.90","90.20","90.70","0.3000","39"
"2115","六暉-KY","45158","1328710","29.30","29.65","29.25","29.50","0.0500","34"
"2201","裕隆","4512259","223222128","49.40","50.00","48.80","50.00","0.7000","2668"
"2204","中華","1940906","155474558","79.00","81.00","78.80","81.00","2.2000","1753"
"2206","三陽工業","763028","53744743","70.50","70.70","70.10","70.50","0.4000","846"
"2207","和泰車","221386","134973725","611.00","611.00","606.00","611.00","4.0000","389"
"2208","台船","1162435","17478016","15.30","15.30","14.95","15.05","-0.1500","888"
"2211","長榮鋼","883077","77760240","88.50","88.60","87.60","88.40","0.4000","863"
"2227","裕日車","65839","4651591","70.50","71.40","69.90","71.40","0.9000","157"
"2228","劍麟","116643","10924834","93.20","94.10","93.20","93.80","0.5000","136"
"2231","為升","514563","52492738","103.00","103.00","101.50","102.00","0.0000","372"
"2233","宇隆","1092156","242992078","225.00","227.00","219.00","223.00","-1.0000","1328"
"2236","百達-KY","145017","15912358","111.00","113.00","108.50","109.50","-1.0000","189"
"2239","英利-KY","118020","3936325","32.70","34.60","32.70","34.60","2.2500","93"
"2241","艾姆勒","533883","15788921","30.20","30.20","29.15","29.75","0.1500","531"
"2243","宏旭-KY","426776","7343802","16.85","17.65","16.80","17.05","0.3000","319"
"2247","汎德永業","21200","6274545","295.50","297.00","295.00","297.00","1.0000","115"
"2250","IKKA-KY","3741854","481801970","127.50","133.00","125.00","129.50","5.0000","3176"
"2254","巨鎧精密-創","463000","36968000","79.10","81.00","78.00","80.30","-0.3000","125"
"2258","鴻華先進-創","546711","25331998","46.70","46.70","46.00","46.45","0.1000","459"
"2301","光寶科","7361724","800381320","108.00","109.00","107.50","109.00","2.0000","5074"
"2302","麗正","365606","6579484","18.15","18.15","17.85","17.95","0.0000","195"
"2303","聯電","149025482","5994815838","39.70","40.55","39.70","40.20","-2.7500","68561"
"2305","全友","328367","4371895","13.25","13.45","13.20","13.40","0.2000","184"
"2308","台達電","10034866","4349995402","424.00","438.00","424.00","437.50","16.0000","12433"
"2312","金寶","15368625","381969701","25.10","25.20","24.60","25.00","0.1500","5899"
"2313","華通","9315533","635690967","68.70","69.00","67.30","68.80","0.6000","5636"
"2314","台揚","3390529","118949297","34.50","35.95","34.10","35.75","1.5000","2274"
"2316","楠梓電","891794","41187306","45.10","46.75","45.10","46.40","1.5000","909"
"2317","鴻海","44375092","7991917051","180.50","181.00","178.50","180.00","1.5000","34107"
"2321","東訊","6321","92202","14.45","14.90","14.45","14.65","-0.3000","9"
"2323","中環","1979575","19347983","9.74","9.86","9.71","9.79","0.0400","816"
"2324","仁寶","12463003","454142669","36.30","36.65","36.00","36.65","0.7500","4966"
"2327","國巨","1417301","756277895","531.00","537.00","528.00","537.00","8.0000","2330"
"2328","廣宇","8148587","329165092","40.25","41.05","39.85","40.75","0.7000","4544"
"2329","華泰","1131061","37836425","33.30","33.65","33.15","33.50","0.3000","1144"
"2330","台積電","45996696","52510666410","1140.00","1150.00","1135.00","1135.00","15.0000","59434"
"2331","精英","929414","20446107","22.00","22.10","21.90","22.10","0.3000","515"
"2332","友訊","12709276","291870384","22.60","23.45","22.50","23.35","0.9500","4760"
"2337","旺宏","5359294","102761026","19.25","19.35","19.00","19.20","0.0000","2418"
"2338","光罩","778981","37913682","48.50","49.05","48.00","49.05","1.0500","749"
"2340","台亞","540145","14648922","27.35","27.50","26.95","27.15","-0.0500","476"
"2342","茂矽","180585","5449625","30.45","30.45","30.00","30.25","0.0000","293"
"2344","華邦電","16678956","236789986","14.25","14.35","14.05","14.35","0.2000","5274"
"2345","智邦","6744630","5112487754","749.00","768.00","741.00","763.00","20.0000","6648"
"2347","聯強","2850273","203173517","71.20","71.80","71.00","71.20","0.2000","2311"
"2348","海悅","1462090","252474071","168.50","176.50","167.50","176.50","9.5000","1726"
"2348A","海悅甲特","15050","548515","36.50","36.65","36.40","36.65","-0.0500","8"
"2349","錸德","2985064","39825069","13.35","13.50","13.20","13.40","0.0500","1142"
"2351","順德","728447","67060180","92.20","92.90","91.10","92.30","0.4000","625"
"2352","佳世達","3234421","111889833","34.80","34.80","34.30","34.80","0.7000","1790"
"2353","宏碁","10043573","375318716","37.55","37.70","37.20","37.20","-0.3500","5749"
"2354","鴻準","12367802","963786547","78.10","78.40","77.40","78.20","0.7000","7735"
"2355","敬鵬","866588","31136834","35.80","36.15","35.55","36.05","0.5000","640"
"2356","英業達","18918962","933449115","50.10","50.30","48.85","49.30","-0.6000","10750"
"2357","華碩","2319648","1408554985","602.00","613.00","602.00","607.00","8.0000","2752"
"2359","所羅門","2971901","420789597","142.00","143.00","140.50","141.00","0.0000","2420"
"2360","致茂","3668125","1384856647","377.50","384.00","373.00","379.50","7.5000","2813"
"2362","藍天","520796","26945683","52.20","52.20","51.40","51.70","-0.1000","592"
"2363","矽統","3269508","204304261","62.90","63.30","61.90","62.50","-0.1000","3057"
"2364","倫飛","43707","3475447","79.90","80.20","79.10","79.40","-0.3000","169"
"2365","昆盈","4302569","187723101","43.55","43.90","43.20","43.80","0.8000","2816"
"2367","燿華","4932106","150380451","30.45","30.70","30.15","30.55","0.4500","2648"
"2368","金像電","7452882","1653960286","222.00","224.50","217.50","223.00","4.0000","6048"
"2369","菱生","671281","11542349","17.20","17.35","17.00","17.35","0.3500","414"
"2371","大同","13733800","594130330","42.75","43.75","42.70","43.75","1.5000","8363"
"2373","震旦行","32502","2046967","62.80","63.30","62.80","63.20","0.4000","53"
"2374","佳能","8914512","520100963","58.50","58.70","57.80","58.40","0.6000","6306"
"2375","凱美","9192274","634004079","69.00","71.00","66.80","68.30","0.3000","7160"
"2376","技嘉","3161326","803306079","257.00","257.50","252.50","253.50","-2.0000","4156"
"2377","微星","2721172","494562599","181.50","183.50","180.50","181.50","0.5000","2124"
"2379","瑞昱","2081753","1129947869","540.00","549.00","537.00","542.00","2.0000","2242"
"2380","虹光","141547","563708","3.91","4.05","3.91","4.05","0.1400","172"
"2382","廣達","22127129","5969809583","270.00","271.50","267.50","269.50","0.5000","17229"
"2383","台光電","5569765","3398236645","612.00","617.00","602.00","614.00","10.0000","5437"
"2385","群光","1827836","279221508","151.00","154.00","151.00","153.00","2.5000","1632"
"2387","精元","419936","26042620","61.80","62.20","61.70","62.20","0.6000","624"
"2388","威盛","4572615","427325234","93.00","94.30","92.00","93.70","1.4000","3803"
"2390","云辰","274494","3214343","11.75","11.85","11.65","11.70","0.0000","415"
"2392","正崴","2571188","175285978","68.20","68.60","67.60","68.50","0.8000","1803"
"2393","億光","1627404","135862408","83.90","84.30","82.70","83.70","0.0000","2363"
"2395","研華","1845110","696747409","369.50","383.00","368.50","379.00","12.0000","2113"
"2397","友通","133773","9573146","71.30","72.40","70.90","71.80","0.9000","258"
"2399","映泰","2111297","52412175","24.95","25.05","24.60","24.90","0.2000","1150"
"2401","凌陽","1955944","55056316","28.20","28.40","28.00","28.25","0.0500","1165"
"2402","毅嘉","775844","28568640","36.90","37.10","36.60","36.80","0.0500","804"
"2404","漢唐","1660483","858040947","522.00","529.00","510.00","512.00","-3.0000","8924"
"2405","輔信","1102381","21258743","19.60","19.60","19.20","19.30","-0.0500","702"
"2406","國碩","726725","9962843","13.80","13.85","13.55","13.75","-0.0500","698"
"2408","南亞科","12270531","368668934","30.40","30.45","29.80","30.10","0.1000","4913"
"2409","友達","38784861","541860741","13.85","14.15","13.80","14.15","0.4000","6894"
"2412","中華電","7509147","931972658","124.00","124.50","123.50","124.50","1.0000","2774"
"2413","環科","190809","4484823","24.00","24.00","23.20","23.45","-0.1500","161"
"2414","精技","33493","1209501","36.20","36.20","36.05","36.10","0.0500","37"
"2415","錩新","650779","18850284","29.10","29.65","28.45","29.30","0.4000","446"
"2417","圓剛","5665529","274281929","47.95","49.20","47.80","48.10","1.0000","4059"
"2419","仲琦","601475","17200640","28.45","28.80","28.40","28.70","0.2000","358"
"2420","新巨","530398","32990927","62.80","62.80","62.00","62.00","-0.6000","471"
"2421","建準","1236847","120726061","98.60","98.60","96.80","97.60","0.1000","1876"
"2423","固緯","156013","6771911","43.40","43.75","43.05","43.40","-0.1500","274"
"2424","隴華","3075","184698","60.10","60.10","60.00","60.00","-0.1000","12"
"2425","承啟","656753","22692238","34.30","35.05","33.85","34.90","0.6500","581"
"2426","鼎元","1059780","22363682","21.20","21.30","20.95","21.20","0.2500","724"
"2427","三商電","486748","12323164","25.30","25.40","25.20","25.35","0.1000","374"
"2428","興勤","780630","128466101","166.00","166.00","163.50","164.00","-0.5000","757"
"2429","銘旺科","751775","22275547","29.60","29.95","29.20","29.55","0.4500","394"
"2430","燦坤","23919","721156","30.05","30.25","30.05","30.15","0.2000","156"
"2431","聯昌","541621","7665667","14.30","14.30","14.00","14.20","-0.0500","309"
"2432","倚天酷碁-創","48764","1729597","37.70","37.70","34.95","35.75","0.8000","33"
"2433","互盛電","13275","662300","49.90","50.00","49.80","49.90","0.0500","42"
"2434","統懋","58874","1794763","31.30","31.50","30.05","31.40","0.1000","52"
"2436","偉詮電","849158","46742656","55.30","55.30","54.70","55.10","0.3000","526"
"2438","翔耀","135915","3800961","28.25","28.50","27.55","27.65","-0.8000","346"
"2439","美律","1153322","121448168","106.50","106.50","104.50","106.00","0.0000","1026"
"2440","太空梭","100840","1223827","12.10","12.30","12.00","12.15","0.0500","66"
"2441","超豐","1393613","86226290","61.70","62.10","61.50","62.00","0.6000","1207"
"2442","新美齊","768420","19128805","24.85","25.05","24.70","25.05","0.1500","306"
"2444","兆勁","663605","11013946","16.60","16.95","16.40","16.45","0.0000","321"
"2449","京元電子","8525478","967267996","115.00","115.50","112.00","113.50","-0.5000","5641"
"2450","神腦","50897","1659718","32.50","32.70","32.50","32.70","0.2000","83"
"2451","創見","272559","23676677","86.70","87.30","86.30","87.30","1.1000","310"
"2453","凌群","391047","21991405","55.80","56.70","55.50","56.70","0.9000","404"
"2454","聯發科","6939769","10271774681","1480.00","1495.00","1465.00","1465.00","0.0000","11316"
"2455","全新","5640976","931467624","164.50","168.00","162.00","164.00","2.0000","5084"
"2457","飛宏","1108114","38687717","35.00","35.30","34.50","35.30","0.3000","896"
"2458","義隆","897388","132262972","148.00","148.00","146.50","148.00","1.0000","1170"
"2459","敦吉","80361","5381521","67.20","67.20","66.70","67.00","0.1000","72"
"2460","建通","829545","18950816","22.00","23.60","21.95","22.70","1.0500","626"
"2461","光群雷","273713","5289479","19.30","19.40","19.20","19.40","0.0000","177"
"2462","良得電","204515","5208738","25.25","25.80","25.15","25.80","0.5500","277"
"2464","盟立","1950534","141296364","72.70","72.90","72.00","72.70","0.3000","1622"
"2465","麗臺","157210","10748907","69.00","69.00","68.00","68.60","0.6000","192"
"2466","冠西電","2452230","191872708","75.80","81.30","75.40","80.00","4.7000","2319"
"2467","志聖","389572","75250056","194.00","195.00","192.00","193.50","1.5000","955"
"2468","華經","501522","12252259","24.60","24.75","24.05","24.65","0.2500","388"
"2471","資通","204105","10299137","50.00","50.90","49.90","50.40","0.5500","203"
"2472","立隆電","24660073","2547791610","104.00","106.50","100.50","102.50","0.0000","16918"
"2474","可成","2265215","449251312","199.00","199.00","197.00","199.00","0.5000","1297"
"2476","鉅祥","1023095","86269864","83.50","85.00","83.00","84.60","1.3000","1204"
"2477","美隆電","628953","16298876","26.20","26.20","25.80","25.85","0.3000","306"
"2478","大毅","79920","3626563","45.20","45.70","45.15","45.15","0.0000","122"
"2480","敦陽科","348678","50077286","143.50","144.50","141.50","144.50","1.5000","394"
"2481","強茂","1031071","49797359","48.10","49.30","47.70","48.10","0.5500","894"
"2482","連宇","167738","3883447","23.00","23.30","23.00","23.15","0.0000","156"
"2483","百容","62005","1327307","21.40","21.55","21.35","21.40","-0.0500","35"
"2484","希華","182496","4406163","24.20","24.30","24.00","24.30","0.1000","159"
"2485","兆赫","490086","7214069","14.75","15.00","14.60","14.80","0.1000","423"
"2486","一詮","2989541","311636743","103.50","105.50","102.50","104.00","1.0000","1993"
"2488","漢平","272059","15230636","56.00","56.50","55.40","56.40","0.4000","395"
"2489","瑞軒","1984414","35477287","17.85","18.05","17.70","18.00","0.3000","1406"
"2491","吉祥全","63900","790419","12.65","12.65","12.20","12.45","-0.2000","38"
"2492","華新科","594840","55236812","93.80","93.80","92.30","92.90","-0.2000","2695"
"2493","揚博","568900","55587883","96.50","98.50","95.90","97.70","2.2000","613"
"2495","普安","1888891","58915607","31.55","31.70","30.90","31.15","-0.1500","983"
"2496","卓越","38264","3289492","86.30","86.50","85.70","86.40","0.7000","125"
"2497","怡利電","246042","14349804","59.10","59.10","57.70","58.30","-0.2000","266"
"2498","宏達電","93286339","5560234240","58.30","61.40","57.50","59.20","2.2000","51601"
"2501","國建","634348","14690964","23.20","23.25","23.00","23.15","0.0500","424"
"2504","國產","2059801","91339782","44.35","44.70","43.95","44.40","0.1000","1302"
"2505","國揚","172681","3543883","20.55","20.75","20.40","20.75","0.3000","144"
"2506","太設","160988","1791163","11.20","11.20","11.05","11.20","0.0500","104"
"2509","全坤建","88809","1390630","15.75","15.75","15.55","15.75","0.0000","185"
"2511","太子","938348","9523755","10.20","10.25","10.10","10.15","-0.0500","440"
"2514","龍邦","151695","2878001","19.20","19.20","18.80","19.05","0.0500","134"
"2515","中工","2764617","28742679","10.40","10.45","10.30","10.45","0.1000","1078"
"2516","新建","4230539","73614618","18.65","18.65","16.90","17.10","-1.3500","1581"
"2520","冠德","3016132","152197272","50.20","50.90","49.85","50.90","1.0500","1547"
"2524","京城","236914","14447671","62.30","62.30","60.50","61.00","0.0000","637"
"2527","宏璟","164027","5765015","35.00","35.50","34.90","35.50","0.5500","135"
"2528","皇普","333752","13151996","39.40","40.00","39.10","39.10","-0.8500","302"
"2530","華建","601722","23558013","38.45","39.60","38.45","39.50","1.0500","456"
"2534","宏盛","686360","16219492","23.85","24.25","23.30","23.85","-0.1000","867"
"2535","達欣工","308065","16908135","54.60","55.10","54.60","55.00","0.4000","419"
"2536","宏普","49209","1538906","30.85","31.45","30.85","31.25","0.1000","44"
"2537","聯上發","781450","9369698","12.15","12.20","11.85","11.95","-0.0500","447"
"2538","基泰","408126","5703072","14.00","14.05","13.90","14.00","0.0500","200"
"2539","櫻花建","473369","25128297","53.20","53.30","52.50","53.30","0.7000","400"
"2540","愛山林","1371300","124551993","91.90","91.90","90.10","91.00","1.2000","721"
"2542","興富發","1549820","66198845","42.85","43.00","42.55","42.65","0.2000","1261"
"2543","皇昌","6643380","523195581","79.00","79.70","77.50","79.00","0.3000","5146"
"2545","皇翔","420946","26331397","62.40","63.00","62.10","62.90","0.4000","442"
"2546","根基","69012","4810108","69.60","70.40","69.20","69.70","0.1000","194"
"2547","日勝生","888442","9292430","10.50","10.55","10.40","10.50","0.0000","302"
"2548","華固","593078","65597778","110.00","111.50","109.50","111.00","2.5000","630"
"2597","潤弘","165047","25340873","155.00","155.50","152.50","152.50","-0.5000","422"
"2601","益航","744182","5250934","7.09","7.09","7.01","7.07","0.0100","370"
"2603","長榮","9676742","1966589642","202.00","204.50","200.50","204.50","3.5000","8420"
"2605","新興","2528081","62021182","24.65","24.65","24.35","24.60","-0.0500","1571"
"2606","裕民","1525517","87028753","57.50","57.50","56.60","57.50","0.4000","1157"
"2607","榮運","551464","16662076","30.30","30.40","30.15","30.20","0.0500","344"
"2608","嘉里大榮","151358","5836831","38.50","38.80","38.25","38.80","0.4000","160"
"2609","陽明","21451068","1445209185","67.50","67.80","66.50","67.80","0.8000","12817"
"2610","華航","23313204","604968895","25.75","26.10","25.65","26.00","0.4500","7185"
"2611","志信","192993","4189068","21.70","21.85","21.60","21.85","0.2000","152"
"2612","中航","147709","5837452","39.70","39.70","39.35","39.60","0.1000","119"
"2613","中櫃","501344","15515232","31.10","31.25","30.75","30.85","-0.0500","488"
"2614","東森","261960","4433885","16.95","17.05","16.80","16.90","0.0500","400"
"2615","萬海","6223180","471575566","75.80","76.20","75.00","76.10","1.1000","5305"
"2616","山隆","187543","3223946","16.85","17.50","16.85","17.50","0.6500","242"
"2617","台航","644066","18770959","29.45","29.45","29.05","29.10","-0.1000","456"
"2618","長榮航","32066676","1529380214","47.35","48.00","47.30","47.70","0.8000","12741"
"2630","亞航","2212997","83790307","38.00","38.15","37.60","38.05","-0.1500","1910"
"2633","台灣高鐵","3126789","85590973","27.40","27.45","27.25","27.35","0.0000","1477"
"2634","漢翔","3339077","151167015","45.55","45.55","44.90","45.40","0.1500","2772"
"2636","台驊控股","216070","16480187","76.30","76.60","75.60","76.50","0.8000","498"
"2637","慧洋-KY","5148330","323327412","63.80","63.80","62.50","62.60","-0.7000","2890"
"2642","宅配通","197239","6697803","33.90","34.30","33.60","34.30","0.4000","257"
"2645","長榮航太","1362230","140898080","104.00","104.00","102.50","104.00","0.5000","1153"
"2646","星宇航空","6611947","183344452","27.60","27.85","27.55","27.75","0.2000","3571"
"2701","萬企","45240","565220","12.50","12.50","12.45","12.50","0.0500","48"
"2702","華園","75285","1277319","17.00","17.10","16.85","17.10","0.1000","181"
"2704","國賓","162145","8780141","54.00","54.60","53.80","54.20","0.3000","200"
"2705","六福","223839","4121143","18.30","18.55","18.30","18.50","0.2000","260"
"2706","第一店","100163","1479297","14.75","14.80","14.75","14.80","0.0500","176"
"2707","晶華","373227","73025133","195.00","197.00","193.50","196.50","3.0000","1063"
"2712","遠雄來","19166","477240","25.10","25.10","24.75","25.10","0.0000","21"
"2722","夏都","325669","11609743","35.45","35.95","35.40","35.70","0.4000","496"
"2723","美食-KY","1403450","146638742","105.00","105.50","103.50","104.00","0.5000","1202"
"2727","王品","428824","95837593","223.50","224.50","222.00","224.50","2.0000","748"
"2731","雄獅","687937","88543583","128.50","129.50","128.00","128.50","0.5000","982"
"2739","寒舍","517032","27889809","53.90","54.70","53.50","54.10","0.2000","584"
"2748","雲品","333320","20991009","63.00","63.40","62.50","63.20","0.1000","618"
"2753","八方雲集","153883","23085707","149.50","151.00","148.50","150.00","2.0000","259"
"2762","世界健身-KY","42754","3977209","93.70","93.70","92.60","92.70","0.1000","89"
"2801","彰銀","18791372","340527338","18.10","18.20","18.05","18.15","0.0500","3187"
"2809","京城銀","1342027","68647471","51.30","51.40","51.00","51.00","-0.2000","891"
"2812","台中銀","3454012","65350129","18.90","19.00","18.85","18.90","0.0000","1532"
"2816","旺旺保","83455","2678276","32.05","32.25","32.05","32.05","-0.1000","51"
"2820","華票","660694","9921062","15.00","15.05","14.95","15.05","0.0500","265"
"2832","台產","273309","7891845","28.80","29.00","28.75","28.85","0.0500","156"
"2834","臺企銀","7770457","116660740","15.00","15.05","14.95","15.05","0.1000","3011"
"2836","高雄銀","775839","9008578","11.60","11.65","11.55","11.60","0.0000","381"
"2836A","高雄銀甲特","11016","248505","22.55","22.60","22.55","22.60","0.0500","13"
"2838","聯邦銀","657038","10115981","15.35","15.45","15.35","15.45","0.1500","358"
"2838A","聯邦銀甲特","307770","16372945","53.50","53.60","53.10","53.30","0.0000","84"
"2845","遠東銀","2905899","38974533","13.45","13.45","13.35","13.45","0.0500","1056"
"2849","安泰銀","53016","749601","14.15","14.20","14.05","14.10","0.0000","53"
"2850","新產","228534","23594815","103.00","104.50","102.50","104.00","1.5000","225"
"2851","中再保","618950","15858437","25.70","25.70","25.50","25.60","0.0500","337"
"2852","第一保","1036306","26173192","25.00","25.50","24.95","25.30","0.2500","501"
"2855","統一證","1784770","46703230","26.25","26.30","26.10","26.15","0.0500","1517"
"2867","三商壽","18792378","121929025","6.51","6.54","6.42","6.50","0.0100","2333"
"2880","華南金","20914708","583228844","27.70","28.00","27.65","28.00","0.3500","5578"
"2881","富邦金","25150054","2331163223","92.20","93.20","92.10","92.80","1.3000","12300"
"2881A","富邦特","84200","5313966","63.00","63.20","63.00","63.20","0.1000","33"
"2881B","富邦金乙特","58860","3570405","60.60","60.80","60.60","60.80","0.1000","54"
"2881C","富邦金丙特","6507","345726","53.30","53.30","53.20","53.20","0.0000","47"
"2882","國泰金","26533413","1775707545","66.50","67.30","66.40","66.80","0.9000","8965"
"2882A","國泰特","35043","2138283","61.00","61.10","61.00","61.00","0.1000","35"
"2882B","國泰金乙特","72450","4351125","60.10","60.20","60.00","60.20","0.0000","50"
"2883","凱基金","33820000","583920322","17.20","17.30","17.15","17.30","0.2000","6586"
"2883B","凱基金乙特","815391","6466599","7.91","7.95","7.90","7.94","0.0100","157"
"2884","玉山金","22376019","622254562","27.75","27.90","27.70","27.80","0.0500","6778"
"2885","元大金","11262682","390507187","34.85","35.00","34.55","34.60","-0.0500","4125"
"2886","兆豐金","19498380","756201830","38.85","39.00","38.65","38.70","-0.2500","8079"
"2887","台新金","22564433","394282211","17.50","17.55","17.40","17.45","0.0500","6755"
"2887E","台新戊特","127841","6585955","51.40","51.70","51.30","51.40","0.0000","39"
"2887F","台新戊特二","29000","1364000","47.15","47.15","46.95","46.95","-0.1500","20"
"2887Z1","台新己特","26645","427320","16.00","16.05","16.00","16.05","0.0000","22"
"2888","新光金","55880004","685494472","12.30","12.30","12.20","12.30","0.0500","7603"
"2888A","新光金甲特","18318","684652","37.30","37.50","37.25","37.50","0.3000","25"
"2888B","新光金乙特","88078","3289263","37.20","37.50","37.20","37.50","0.2500","51"
"2889","國票金","2072742","29977836","14.45","14.50","14.40","14.45","0.1500","1066"
"2890","永豐金","19242168","437946983","22.85","22.95","22.70","22.70","-0.0500","6067"
"2891","中信金","31324849","1226874313","39.30","39.30","39.05","39.10","0.1000","9275"
"2891B","中信金乙特","111559","6992121","62.50","62.80","62.50","62.80","0.0000","29"
"2891C","中信金丙特","46729","2718233","58.40","58.40","58.10","58.40","0.0000","18"
"2892","第一金","17169794","477363332","27.80","27.95","27.70","27.75","-0.1000","5210"
"2897","王道銀行","4803596","47661220","9.91","9.95","9.91","9.93","0.0200","717"
